id,displayName,appId,applicationType
33e960df-c57b-47e3-a9db-102e4e7a1776,PowerApps-Advisor,c9299480-c13a-49db-a7ae-cdfe54fe0313,Microsoft Application
345072e5-3db4-412a-9496-5f3f10c14237,Microsoft Outlook,5d661950-3475-41cd-a2c3-d671a3162bc1,Microsoft Application
34cb5a1e-9448-4894-b6db-968cd9203efc,SharePoint Online Client,57fb890c-0dab-4253-a5e0-7188c88b2bb4,Microsoft Application
34d2a2a0-5a8e-4a3c-a9eb-dd79d17552f2,Azure Cloud Shell,2233b157-f44d-4812-b777-036cdaf9a96e,Microsoft Application
34e3f3af-ec73-4ff4-b9b0-634b1cdea18f,Portfolios,f53895d3-095d-408f-8e93-8f94b391404e,Microsoft Application
36a67e6a-6094-44a7-b382-82fc22736caf,Cortana Runtime Service,81473081-50b9-469a-b9d8-303109583ecb,Microsoft Application
37221f92-ef08-4463-afa7-b0817453d9f5,Azure Portal RP,5b3b270a-b9ad-46e7-9bbb-a866897c4dc7,Microsoft Application
373a9149-afef-4cef-93b9-648fabe529bd,Windows 365,0af06dc6-e4b5-4f28-818e-e78e62d137a5,Microsoft Application
3798f5f7-b3d7-43c2-a40b-825fe34b86ed,Azure CosmosDB for PostgreSQL AAD Authentication,b4fa09d8-5da5-4352-83d9-05c2a44cf431,Microsoft Application
37fcb0ea-9767-41a6-9a9a-759fcd6a5ddf,Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75,Microsoft Application
38fd3de5-947f-4e51-baa7-43d4ec462260,Microsoft Visio Data Visualizer,00695ed2-3202-4156-8da1-69f60065e255,Microsoft Application
391cf459-2def-49e3-90b3-367493ebe864,Microsoft Mobile Application Management Backend,354b5b6d-abd6-4736-9f51-1be80049b91f,Microsoft Application
39674a56-4310-4018-a7a6-dddc9630de06,ReportReplica,f25a7567-8ec5-4582-8a65-bfd66b0530cc,Microsoft Application
3999afde-af12-43c1-89ec-68568716d8e1,Afdx Resource Provider,92b61450-2139-4e4a-a0cc-898eced7a779,Microsoft Application
39a27f8f-17c8-4b88-8170-16f0fd7dcdf1,Cortana Experience with O365,0a0a29f9-0a25-49c7-94bf-c53c3f8fa69d,Microsoft Application
39f85526-aa8d-4920-bed4-b54e66627f3e,Microsoft Intune AndroidSync,d8877f27-09c0-43aa-8113-40151dae8b14,Microsoft Application
39fba766-c76f-41d2-91fb-23b32fc946e2,Spool-Resource-Provider,632ec9eb-fad7-4cbd-993a-e72973ba2acc,Microsoft Application
3a2f61e8-618f-46ad-8aca-13215189fa02,Microsoft Teams AadSync,62b732f7-fc71-40bc-b27d-35efcb0509de,Microsoft Application
3a47abca-ce03-418f-891d-18651fe077c5,Azure Database for PostgreSQL Marlin,5ed8fe41-c1bc-4c06-a531-d91e1f1c2fac,Microsoft Application
3aba12ca-7285-475e-b2d4-a0cd4d3a4cf8,Office Python Service MSA and AAD,adb31c9c-be95-4772-83a3-f5dab278e3a6,Microsoft Application
3acdd7bc-be7b-4f04-b2bd-ac0a9c6a8842,Microsoft Teams Partner Tenant Administration ,0c708d37-30b2-4f22-8168-5d0cba6f37be,Microsoft Application
3ad23876-501a-4d99-9262-70bcd5bd5d5d,Request Approvals Read Platform,d8c767ef-3e9a-48c4-aef9-562696539b39,Microsoft Application
3b0f56ae-2577-429f-8f23-6871ddf931f1,Automated Call Distribution,11cd3e2e-fccb-42ad-ad00-878b93575e07,Microsoft Application
3b5879d4-86ea-470d-a17e-f7366dae504a,Azure Machine Learning Singularity,607ece82-f922-494f-88b8-30effaf12214,Microsoft Application
3c157577-9f96-4e5c-ae0e-3f1edca2ba28,Azure Data Factory,0947a342-ab4a-43be-93b3-b8243fc161e5,Microsoft Application
3ca897f9-3ccd-41e8-864d-d7d6333e5fd5,Omnichannel for CS Provisioning App Primary,3957683c-3a48-4a6c-8706-a6e2d6883b02,Microsoft Application
3d214be5-e8c1-449f-8ee8-14f3a098b053,Microsoft Service Trust,d6fdaa33-e821-4211-83d0-cf74736489e1,Microsoft Application
3d7700f3-d160-455c-8bbc-b6ac7098bd5f,AzureBackup_WBCM_Service,c505e273-0ba0-47e7-a0bd-f48042b4524d,Microsoft Application
